Datetime;load_kW;units
2015-02-06 00:00:00+00:00;0.22722;un_kW
2015-02-06 01:00:00+00:00;0.228974;un_kW
2015-02-06 02:00:00+00:00;0.231658;un_kW
2015-02-06 03:00:00+00:00;0.230386;un_kW
2015-02-06 04:00:00+00:00;0.230672;un_kW
2015-02-06 05:00:00+00:00;0.211677;un_kW
2015-02-06 06:00:00+00:00;0.217733;un_kW
2015-02-06 07:00:00+00:00;0.303958;un_kW
2015-02-06 08:00:00+00:00;0.324252;un_kW
2015-02-06 09:00:00+00:00;0.284671;un_kW
2015-02-06 10:00:00+00:00;0.641197;un_kW
2015-02-06 11:00:00+00:00;0.433527;un_kW
2015-02-06 12:00:00+00:00;0.223747;un_kW
2015-02-06 13:00:00+00:00;0.280455;un_kW
2015-02-06 14:00:00+00:00;0.222572;un_kW
2015-02-06 15:00:00+00:00;0.219079;un_kW
2015-02-06 16:00:00+00:00;0.219544;un_kW
2015-02-06 17:00:00+00:00;0.233941;un_kW
2015-02-06 18:00:00+00:00;0.326361;un_kW
2015-02-06 19:00:00+00:00;0.487097;un_kW
2015-02-06 20:00:00+00:00;0.921691;un_kW
2015-02-06 21:00:00+00:00;0.384144;un_kW
2015-02-06 22:00:00+00:00;0.415139;un_kW
2015-02-06 23:00:00+00:00;0.354595;un_kW
2015-02-07 00:00:00+00:00;0.305569;un_kW
2015-02-07 01:00:00+00:00;0.240253;un_kW
2015-02-07 02:00:00+00:00;0.253743;un_kW
2015-02-07 03:00:00+00:00;0.226335;un_kW
2015-02-07 04:00:00+00:00;0.218167;un_kW
2015-02-07 05:00:00+00:00;0.222551;un_kW
2015-02-07 06:00:00+00:00;0.239154;un_kW
2015-02-07 07:00:00+00:00;0.33172;un_kW
2015-02-07 08:00:00+00:00;0.340036;un_kW
2015-02-07 09:00:00+00:00;0.245595;un_kW
2015-02-07 10:00:00+00:00;0.223695;un_kW
2015-02-07 11:00:00+00:00;0.22376;un_kW
2015-02-07 12:00:00+00:00;0.429312;un_kW
2015-02-07 13:00:00+00:00;0.218489;un_kW
2015-02-07 14:00:00+00:00;0.203738;un_kW
2015-02-07 15:00:00+00:00;0.843585;un_kW
2015-02-07 16:00:00+00:00;0.723591;un_kW
2015-02-07 17:00:00+00:00;0.880217;un_kW
2015-02-07 18:00:00+00:00;1.032989;un_kW
2015-02-07 19:00:00+00:00;0.266464;un_kW
2015-02-07 20:00:00+00:00;0.492537;un_kW
2015-02-10 04:00:00+00:00;0.233739;un_kW
2015-02-10 05:00:00+00:00;0.290116;un_kW
2015-02-10 06:00:00+00:00;0.351852;un_kW
2015-02-10 07:00:00+00:00;0.348051;un_kW
2015-02-10 08:00:00+00:00;0.334575;un_kW
2015-02-10 09:00:00+00:00;0.242266;un_kW
2015-02-10 10:00:00+00:00;0.494462;un_kW
2015-02-10 11:00:00+00:00;0.799286;un_kW
2015-02-10 12:00:00+00:00;0.653173;un_kW
2015-02-10 13:00:00+00:00;0.415145;un_kW
2015-02-10 14:00:00+00:00;0.419492;un_kW
2015-02-10 15:00:00+00:00;0.257404;un_kW
2015-02-10 16:00:00+00:00;0.231749;un_kW
2015-02-10 17:00:00+00:00;0.356387;un_kW
2015-02-10 18:00:00+00:00;0.477291;un_kW
2015-02-10 19:00:00+00:00;0.399277;un_kW
2015-02-10 20:00:00+00:00;0.785782;un_kW
2015-02-10 21:00:00+00:00;0.704549;un_kW
2015-02-10 22:00:00+00:00;0.757265;un_kW
2015-02-10 23:00:00+00:00;0.45527;un_kW
2015-02-11 00:00:00+00:00;0.239725;un_kW
2015-02-11 01:00:00+00:00;0.261046;un_kW
2015-02-11 02:00:00+00:00;0.229778;un_kW
2015-02-11 03:00:00+00:00;0.223316;un_kW
2015-02-11 04:00:00+00:00;0.274566;un_kW
2015-02-11 05:00:00+00:00;0.317839;un_kW
2015-02-11 06:00:00+00:00;0.231209;un_kW
2015-02-11 07:00:00+00:00;0.212259;un_kW
2015-02-11 08:00:00+00:00;0.266533;un_kW
2015-02-11 09:00:00+00:00;0.460447;un_kW
2015-02-11 10:00:00+00:00;0.275616;un_kW
2015-02-11 11:00:00+00:00;0.473161;un_kW
2015-02-11 12:00:00+00:00;0.241837;un_kW
2015-02-11 13:00:00+00:00;0.223083;un_kW
2015-02-11 14:00:00+00:00;0.204384;un_kW
2015-02-11 15:00:00+00:00;0.201647;un_kW
2015-02-11 16:00:00+00:00;0.21908;un_kW
2015-02-11 17:00:00+00:00;0.21781;un_kW
2015-02-11 18:00:00+00:00;0.350901;un_kW
2015-02-11 19:00:00+00:00;0.407027;un_kW
2015-02-11 20:00:00+00:00;0.360346;un_kW
2015-02-11 21:00:00+00:00;0.378111;un_kW
2015-02-11 22:00:00+00:00;0.261124;un_kW
2015-02-11 23:00:00+00:00;0.247254;un_kW
2015-02-12 00:00:00+00:00;0.239698;un_kW
2015-02-12 01:00:00+00:00;0.22761;un_kW
2015-02-12 02:00:00+00:00;0.216044;un_kW
2015-02-12 03:00:00+00:00;0.227458;un_kW
2015-02-12 04:00:00+00:00;0.21706;un_kW
2015-02-12 05:00:00+00:00;0.24824;un_kW
2015-02-12 06:00:00+00:00;0.329224;un_kW
2015-02-12 07:00:00+00:00;0.364456;un_kW
2015-02-12 08:00:00+00:00;0.343472;un_kW
2015-02-12 09:00:00+00:00;0.255706;un_kW
2015-02-12 10:00:00+00:00;0.450435;un_kW
2015-02-14 18:00:00+00:00;1.181343;un_kW
2015-02-14 19:00:00+00:00;0.799206;un_kW
2015-02-14 20:00:00+00:00;0.385861;un_kW
2015-02-14 21:00:00+00:00;0.451742;un_kW
2015-02-14 22:00:00+00:00;0.271376;un_kW
2015-02-14 23:00:00+00:00;0.222554;un_kW
2015-02-15 00:00:00+00:00;0.214152;un_kW
2015-02-15 01:00:00+00:00;0.23978;un_kW
2015-02-15 02:00:00+00:00;0.216874;un_kW
2015-02-15 03:00:00+00:00;0.233925;un_kW
2015-02-15 04:00:00+00:00;0.224543;un_kW
2015-02-15 05:00:00+00:00;0.241186;un_kW
2015-02-15 06:00:00+00:00;0.346898;un_kW
2015-02-15 07:00:00+00:00;0.33104;un_kW
2015-02-15 08:00:00+00:00;0.330309;un_kW
2015-02-15 09:00:00+00:00;1.089105;un_kW
2015-02-15 10:00:00+00:00;0.695107;un_kW
2015-02-15 11:00:00+00:00;2.657666;un_kW
2015-02-15 12:00:00+00:00;0.845802;un_kW
2015-02-15 13:00:00+00:00;0.891208;un_kW
